item_id,order_id,product_id,quantity,unit_price,line_total
394,137,12,3,183.2,549.6
395,137,21,4,108.07,432.28
396,138,11,2,456.44,912.88
397,139,13,1,400.36,400.36
398,139,43,4,135.93,543.72
399,139,34,3,57.0,171.0
400,139,38,5,99.88,499.4
401,139,24,1,440.02,440.02
402,140,23,4,424.69,1698.76
403,140,12,3,49.48,148.44
404,140,31,2,148.31,296.62
405,140,40,3,359.71,1079.13
406,141,21,5,123.66,618.3
407,142,20,4,338.21,1352.84
408,142,8,5,113.22,566.1
409,143,41,3,103.57,310.71
410,143,39,2,16.64,33.28
411,144,41,1,252.16,252.16
412,144,41,1,216.83,216.83
413,145,22,4,130.88,523.52
414,145,26,1,423.74,423.74
415,145,2,5,113.64,568.2
416,146,26,4,437.28,1749.12
417,146,23,5,194.48,972.4
418,147,45,4,271.43,1085.72
419,148,43,2,369.75,739.5
420,148,34,1,47.93,47.93
421,149,4,1,225.8,225.8
422,149,41,3,299.13,897.39
423,149,50,5,480.36,2401.8
424,150,25,1,26.71,26.71
425,150,31,3,321.31,963.93
426,150,25,5,104.88,524.4
427,150,16,5,68.51,342.55
428,150,11,3,443.08,1329.24
429,151,28,2,108.42,216.84
430,151,47,3,59.43,178.29
431,151,38,3,374.44,1123.32
432,151,33,4,337.13,1348.52
433,152,35,3,431.52,1294.56
434,152,30,1,306.22,306.22
435,152,43,1,244.72,244.72
436,153,20,5,123.09,615.45
437,154,5,4,490.5,1962.0
438,155,11,1,406.27,406.27
439,156,4,3,55.65,166.95
440,156,15,5,339.39,1696.95
441,157,6,3,38.91,116.73
442,158,8,1,9.34,9.34
443,159,27,4,300.9,1203.6
444,159,20,2,103.37,206.74
445,159,10,2,355.61,711.22
446,159,46,2,377.44,754.88
447,159,14,4,402.19,1608.76
448,160,15,3,373.52,1120.56
449,160,4,4,165.44,661.76
450,160,49,3,189.04,567.12
451,161,8,3,279.81,839.43
452,162,29,3,148.09,444.27
453,162,33,5,464.59,2322.95
454,162,41,5,5.24,26.2
455,162,12,3,33.35,100.05
456,163,46,5,251.16,1255.8
457,163,36,4,157.67,630.68
458,163,4,4,484.05,1936.2
459,163,30,4,332.59,1330.36
460,163,21,1,374.06,374.06
461,164,3,1,144.27,144.27
462,164,24,1,241.56,241.56
463,165,20,3,28.36,85.08
464,165,22,2,420.25,840.5
465,165,49,1,14.72,14.72
466,165,11,2,396.97,793.94
467,165,22,5,485.54,2427.7
468,166,29,1,94.36,94.36
469,166,6,1,458.72,458.72
470,166,8,2,480.63,961.26
471,166,33,1,383.31,383.31
472,167,21,2,298.06,596.12
473,167,3,5,263.26,1316.3
474,168,3,5,124.43,622.15
475,168,28,4,381.18,1524.72
476,168,31,1,396.42,396.42
477,169,30,5,144.55,722.75
478,169,35,1,68.38,68.38
479,169,20,1,420.22,420.22
480,169,24,4,67.78,271.12
481,170,14,2,113.72,227.44
482,171,13,1,40.49,40.49
483,171,28,4,206.09,824.36
484,172,38,4,412.01,1648.04
485,173,19,4,168.31,673.24
486,173,46,5,80.59,402.95
487,173,33,3,236.34,709.02
488,174,11,1,137.45,137.45
489,174,49,3,226.18,678.54
490,174,43,1,447.68,447.68
491,174,47,3,162.39,487.17
492,175,50,3,100.45,301.35
493,175,4,4,255.18,1020.72
494,175,43,5,175.54,877.7
495,175,11,2,50.89,101.78
496,175,5,3,300.35,901.05
497,176,10,2,309.76,619.52
498,176,46,4,135.11,540.44
499,176,8,5,28.96,144.8
500,176,33,4,317.65,1270.6
501,177,16,3,497.0,1491.0
502,177,43,4,310.59,1242.36
503,177,40,2,292.55,585.1
504,177,24,5,278.14,1390.7
505,177,25,2,280.88,561.76
506,178,45,1,168.93,168.93
507,178,12,4,31.76,127.04
508,178,24,5,434.46,2172.3
509,178,6,5,142.46,712.3
510,179,16,1,40.12,40.12
511,179,7,3,388.22,1164.66
512,180,12,1,276.86,276.86
513,181,4,3,289.99,869.97
514,181,34,5,192.47,962.35
515,182,46,4,232.58,930.32
516,182,34,2,115.06,230.12
517,183,1,3,28.64,85.92
518,184,20,5,251.24,1256.2
519,184,23,4,354.28,1417.12
520,185,29,1,301.61,301.61
521,185,26,4,269.88,1079.52
522,185,6,4,320.64,1282.56
523,186,33,3,293.22,879.66
524,186,7,1,467.56,467.56
525,186,47,3,24.21,72.63
526,186,4,2,380.96,761.92
527,186,10,4,302.05,1208.2
528,187,12,5,87.34,436.7
529,187,16,5,177.35,886.75
530,187,33,3,349.34,1048.02
531,188,17,1,239.87,239.87
532,188,18,1,324.11,324.11
533,189,48,3,22.04,66.12
534,190,9,2,199.02,398.04
535,190,9,2,278.47,556.94
536,191,5,3,204.48,613.44
537,191,2,4,430.17,1720.68
538,192,2,1,144.27,144.27
539,193,24,3,462.62,1387.86
540,193,34,2,283.98,567.96
541,193,49,4,33.72,134.88
542,193,3,3,418.09,1254.27
543,193,31,4,277.18,1108.72
544,194,5,3,118.22,354.66
545,195,6,2,288.03,576.06
546,196,2,4,476.24,1904.96
547,196,10,1,237.59,237.59
548,196,22,4,212.78,851.12
549,196,45,3,52.83,158.49
550,196,15,1,63.63,63.63
551,197,27,5,191.21,956.05
552,197,38,3,296.96,890.88
553,198,10,2,237.63,475.26
554,198,17,1,431.09,431.09
555,198,37,3,221.91,665.73
556,198,30,3,387.28,1161.84
557,198,10,1,36.99,36.99
558,199,30,1,210.66,210.66
559,199,26,3,442.67,1328.01
560,199,7,3,261.96,785.88
561,199,19,3,285.54,856.62
562,200,37,4,420.08,1680.32
563,200,46,3,177.25,531.75
564,200,32,1,432.89,432.89
565,200,32,2,474.83,949.66
